code,libelle,type_officiel,region,adresse
040205,USP ONA,USP type I,PLATEAUX,
040206,CMS TODOME,USP type II,PLATEAUX,
040207,USP WODAGNI,USP type I,PLATEAUX,WODAGNI
040208,USP LONFOLOKO,USP type I,PLATEAUX,
040209,USP BENA PLATEAU,USP type I,PLATEAUX,Bena Plateau
040210,HOPITAL BETHESDA D'AGOU,HOPITAL DE DISTRICT,PLATEAUX,
040211,ADAME,USP type I,PLATEAUX,
040212,DZIGBE,USP type I,PLATEAUX,
040213,USP KPAKPO,USP type I,PLATEAUX,
040214,USP AGODJOLOLO,USP type I,PLATEAUX,
040215,USP AFODJI,USP type I,PLATEAUX,
040216,USP KPENDELE,USP type I,PLATEAUX,
040217,USP MADJAMAKOU,USP type I,PLATEAUX,
040218,CMS SODO,USP type II,PLATEAUX,
040219,CHR ATAKPAME,CHR,PLATEAUX,
040220,USP KETOGNAKOPE,USP type I,PLATEAUX,
040221,USP ADIVA,USP type I,PLATEAUX,
040222,HOPITAL SAINT GOTHARD DE DEDOME,HOPITAL DE DISTRICT,PLATEAUX,
040223,USP GLEKOPE,USP type I,PLATEAUX,
040224,NDA,USP type I,PLATEAUX,
040225,CHP AGOU-GARE,HOPITAL DE DISTRICT,PLATEAUX,
040226,CMS KATIVOU,USP type II,PLATEAUX,
040227,USP AGOTIME- ADAME,USP type I,PLATEAUX,
040228,USP KEBO-KPETA,USP type I,PLATEAUX,KEBO KPETA
040230,POLYCLINIQUE ELAVAGNON,HOPITAL DE DISTRICT,PLATEAUX,
040231,TOMEGBE,USP type I,PLATEAUX,
040232,USP KPATEGAN,USP type I,PLATEAUX,KPATEGAN
040233,SODO,USP type II,PLATEAUX,
040234,CMA TEMEDJA,HOPITAL DE DISTRICT,PLATEAUX,
040235,KAME,USP type II,PLATEAUX,
040236,TETOUHEDEHOUE,USP type II,PLATEAUX,
040238,CMS NOTRE DAME DE LA MISERICORDE,USP type II,PLATEAUX,
040239,JEHOVAH JIREH,USP type II,PLATEAUX,
040240,SAUVER LA VIE,USP type I,PLATEAUX,
040241,OCDI,USP type I,PLATEAUX,
040242,USP WOME,USP type I,PLATEAUX,WOME
040243,HOPITAL DE TSIKO,CHU,PLATEAUX,
040244,KAVE,USP type I,PLATEAUX,
040245,ATBEF PLATEAUX,USP type I,PLATEAUX,
040247,CMS LA PAIX-ANIE (A.VI.DE),USP type II,PLATEAUX,"Anié, Quartier Assivimè M. AKAKPO Kossi Apéli, Assistant Médical, Responsable du centre"
040248,LE SALUT,USP type II,PLATEAUX,
040252,CMS BON SECOURS ATAKPAME,USP type II,PLATEAUX,
040253,SAINTE MARIE D'ILAMA,USP type II,PLATEAUX,
040255,BIEN ETRE,USP type II,PLATEAUX,
040256,KPETE MAFLO,USP type II,PLATEAUX,
040257,USP MEDJEGNI,USP type I,PLATEAUX,
040258,USP PALLAHOHO,USP type I,PLATEAUX,
040260,CMS DANYI ELAVANYO,USP type II,PLATEAUX,
040261,USP YOKELE,USP type I,PLATEAUX,
040262,INFA TOVE,USP type II,PLATEAUX,
040263,PHARMACIE LA VIE NOTSE,PHARMACIE,PLATEAUX,
040264,PHARMACIE PERSEVERANCE KPALIME,PHARMACIE,PLATEAUX,
040265,PHARMACIE SAINTE FAMILLE ATAKPAME,PHARMACIE,PLATEAUX,
040266,PHARMACIE DE LA GARE,PHARMACIE,PLATEAUX,
040267,PHARMACIE NKOKO - EWE ATAKPAME,PHARMACIE,PLATEAUX,
040268,PHARMACIE LAVOISIER,PHARMACIE,PLATEAUX,
040270,DEPOT PHARMACEUTIQUE CONCORDIA,DEPOT PHARMACIE,PLATEAUX,
040271,CENTRE HOSPITALIER ADVENTISTE D'OPHTALMOLOGIE GLEI,CHU,PLATEAUX,
040272,POSTE DE SECOURS GENDARMERIE NATIONALE ATAKPAME (PS GN ATAKPAME),USP type I,PLATEAUX,
040273,POSTE DE SECOURS GENDARMERIE NATIONALE KPALIME (PS GN KPALIME),USP type I,PLATEAUX,
040274,DEPOT PHARMACEUTIQUE LA PAIX,DEPOT PHARMACIE,PLATEAUX,BP 691 KPALIME
040275,CMS SANTE ET VIE,USP type II,PLATEAUX,AMLAME QT IKO BP 89
040276,DEPOT MISERICORDE ELAVAGNON,DEPOT PHARMACIE,PLATEAUX,
040277,OPTIQUE MARANATHA,CENTRE DE LUNETTERIE,PLATEAUX,
040278,CMS JEAN BAPTISTE,USP type II,PLATEAUX,
040279,DEPOT PHARMACEUTIQUE LE BON SAMARITAIN,DEPOT PHARMACIE,PLATEAUX,BP 10196
040280,CMS BENI-BETHEL,USP type II,PLATEAUX,"Anié, quartier Boulali"
040281,CLINIQUE ATBEF ATAKPAME,POLYCLINIQUE,PLATEAUX,BP 245 ATAKPAME
040282,DEPOT PHARMACEUTIQUE SAINT ALPHONSE,DEPOT PHARMACIE,PLATEAUX,AUT N 0153/01/MSP/DGSP/DPLET BP 195 ATAKPAME
040283,DEPOT PHARMACIE SAINT MICHEL DE GLEI,DEPOT PHARMACIE,PLATEAUX,"AUT N°0151/01/MSP/DGSP/DPLET, GLEI"
040284,CMS NOTRE DAME DE LA CONSOLATION,HOPITAL DE DISTRICT,PLATEAUX,"AUT N 0176/2010/MS/CAB/DES, CONSTANCIA SILVESTRE NAVARRO, BP 400 ATAKPAME"
040285,CABINET MEDICAL PISCINE DE SILOE,CHU,PLATEAUX,ATTOH KODZO ARR N°077/2014/MS/CAB/SG/ DU A JUILLET 2014 BP 504 ATAKPAME
040286,HOPITAL SAINT JOSEPH DE DATCHA,CHR,PLATEAUX,PERE GOUGBEDJI SOSTHENE YEDIA/AUT N1839/95/MSP-SN/BP 62 ATAKPAME
040287,DEPOT DE PHARMACIE ESPERANCE,DEPOT PHARMACIE,PLATEAUX,BP 68 KPALIME QUARTIER DZODZEKODJI CONV LE 10 04 2015
040288,CABINET MEDICAL ADN,CHU,PLATEAUX,QTIER AGBONOU CAMPEMENT AGBONOU ATAKPAME CONV LE 10 04 2015
040289,PHARMACIE PENIEL,PHARMACIE,PLATEAUX,"EDOH MAMADOU, GRAND MARCHE ATAKPAME"
040290,HOPITAL DE L'ORDRE DE MALTE D'ELAVAGNON,HOPITAL DE DISTRICT,PLATEAUX,"DOMINIQUE FRAYE, ELAVAGNON"
040291,CMS ANNA SCHÄFER GREINER (CMS ASG),USP type II,PLATEAUX,"KPELE-ALEME A 17KM DE KPELE-ELE, PREFECTURE DE KPELE"
040292,CMS MON BERGER,USP type I,PLATEAUX,TALO-ATAKPAME
040294,CMS AGIR POUR LA,USP type I,PLATEAUX,BATCHA Yaliou KPALIME SANTE
040295,Infirmerie de la CNSS ATAKPAME,USP type I,PLATEAUX,DOGMAGA Sala
040296,CMS VIE E ABONDANCE,USP type II,PLATEAUX,"Sœur Marina DELPHINO ALVES, IDE, Directrice situé sur la route Kpalimé-Atakpamé, village de Kpimé-Séva"
040297,USP AGOME YOH,USP type I,PLATEAUX,"AZANLEDJI Sepopo, Responsable du centre S/C Dr NYAMETSO Dzifa Aimé, DPS Kloto"
040298,INFIRMERIE DE L'INFA DE TOVE,USP type I,PLATEAUX,"Dr SOEDJI Kokouvi, Directeur Général de l'INFA de Tové M. KPATCHINE Koffi, Infirmier diplômé d'Etat"
040299,PHARMACIE KEKELI,PHARMACIE,PLATEAUX,"Dr ASSIGNON Komlan Sélom, Pharmacien Route d'Atakpamé à 500 mètres du Lycée de Kpodzi, Kpalimé"
040300,USP MIDOUDOU,USP type I,PLATEAUX,MIDOUDOU
040301,INFIRMERIE DE LA PRISON CIVILE DE NOTSE,USP type I,PLATEAUX,"Notsè, Quartier TEGBE"
040302,USP WAKPA,USP type I,PLATEAUX,"Canton de Témédja, village de Wakpa"
040303,USP IDOH-COPE,USP type I,PLATEAUX,"IDOH-COPE, Quartier KABLE COME"
040304,PHARMACIE AL HAYAT,PHARMACIE,PLATEAUX,"Anié, route nationale N° 1 face à la gendarmerie Dr MONTI Nakom, Docteur en Pharmacie, Titulaire et Responsable de la pharmacie"
040305,USP ATCHAKOE- CARREFOUR,USP type I,PLATEAUX,"Atchakoe-Carrefour, quartier Amekanhoé"
040306,PHARMACIE MIDJODJI,PHARMACIE,PLATEAUX,"Notsé, quartier Kpota Dr FOLI Hervé Alphonse Spéro Komi, Docteur d'Etat en pharmacie, Titulaire et Responsable de la pharmacie"
040307,CMS KLOTO 2,USP type II,PLATEAUX,"Lavié, quartier Xosse Gloria M. ETSE Kokou, Responsable du centre"
040308,CMS LA TRINITE,USP type II,PLATEAUX,"Atakpamé, Sada M. AWESSO Beveyou, Technicien Supérieur de Santé, Responsable du centre"
040309,PHARMACIE DU GRAND PLATEAU,PHARMACIE,PLATEAUX,"Atakpamé, Agbonou Dr KOUMEDJINA Kossi Victor, Titulaire et Responsable de la pharmacie"
040310,PHARMACIE AGBONOU,PHARMACIE,PLATEAUX,"Atakpamé, près du Lycée Agbonou"
040311,USP GBENDE,USP type I,PLATEAUX,"Gbende, quartier Téko"
040312,PHARMACIE ZENITH,PHARMACIE,PLATEAUX,"Anié, quartier Assigamé à côté de la gendarmerie Dr SOGLAHOUN Kossi, Docteur en pharmacie, titulaire et Responsable de la pharmacie"
040313,CMS ATCHAVE,USP type II,PLATEAUX,"Atchave ; M. AKO Kokou, Responsable du centre"
040314,USP GBOWLE,USP type I,PLATEAUX,Gbowle
040315,USP AGOTO,USP type I,PLATEAUX,Agoto
040316,USP AZAKPE,USP type I,PLATEAUX,AZAKPE
040317,USP BAYA-COPE,USP type I,PLATEAUX,Baya-Copé
040319,CLINIQUE ESPERANCE 22,CHR,PLATEAUX,"ATAKPAME, Agbonou"
040320,PHARMACIE LAVOISIER-JESPA,PHARMACIE,PLATEAUX,"Kpalimé, Singa, Rond point TEXACO"
040321,CENTRE DE PRISE EN CHARGE DES URGENCES SANITAIRES (CPECUS),HOPITAL DE DISTRICT,PLATEAUX,"Notsè, Dr ATEKPE P. Somiabalo, DPS HAHO, Directeur du Centre"
040322,USP DOGLOBO,USP type I,PLATEAUX,Doglobo
040323,USP GADZA-WUKPE,USP type I,PLATEAUX,GADZA-WUKPE
040324,USP KPEGADJE,USP type I,PLATEAUX,KPEGADJE
040325,CMS SANTE SOLIDAIRE,USP type II,PLATEAUX,"Kpalimé, Zomayi"
040326,PHARMACIE ELSAM,PHARMACIE,PLATEAUX,"ATAKPAME, carrefour Y, face Lycée d'Atakpamé"
040327,PHARMACIE DE ADETA,PHARMACIE,PLATEAUX,"Adéta, route nationale N° 5 Adéta- Tsefi près de la préfecture"
040329,PHARMACIE AGOU,PHARMACIE,PLATEAUX,"Agou-Gadzepe, Yovo-Kome, immeuble CIB INTA"
040330,USP VEH NKOUGNA,USP type I,PLATEAUX,Veh Nkougna
040331,USP VEH ETITIWUI,USP type I,PLATEAUX,Veh Etitiwui
040332,USP DANYIGAN,USP type I,PLATEAUX,Danyigan
040333,PHARMACIE EBEN- EZER,PHARMACIE,PLATEAUX,"Anié, Kpassakopé"
040334,CPECUS YOKELE DE KPALIME,HOPITAL DE DISTRICT,PLATEAUX,Kpalimé
040335,USP BLAKPA PETSI,USP type I,PLATEAUX,BLAKPA PETSI
040336,INFIRMERIE DE LA NOUVELLE SOCIETE COTONNIERE DU TOGO,INFIRMERIE,PLATEAUX,ATAKPAME
040338,CPECUS ATAKPAME,USP type II,PLATEAUX,ATAKPAME
040339,USP SEIBOU COPE,USP type I,PLATEAUX,SEIBOU COPE
040340,USP ZOZOKONDJI,USP type I,PLATEAUX,Zozokondji
040341,PHARMACIE LA COLOMBE,PHARMACIE,PLATEAUX,"Kpalimé, Kpégolonou, en face du collège protestant"
040342,USP KABAGNI,USP type I,PLATEAUX,akebou
040343,USP ZIONOU,USP type I,PLATEAUX,ADETA
040344,USP KPEKPETA,USP type I,PLATEAUX,Adéta
040345,CENTRE MEDICO- SOCIAL ANNA MARIA,USP type II,PLATEAUX,Agbonou
040346,CENTRE REGIONAL D'APPAREILLAGE ORTHOPEDIQUE ET REEDUCATION FONCTIONNELLE,CHR,PLATEAUX,Au sein du CHR Atakpamé
040347,USP ADOMI PLATEAU,USP type I,PLATEAUX,Wawa 2
040348,CENTRE MEDICO- SOCIAL ANNA MARIA DE KPALIME,USP type II,PLATEAUX,Hanyigba-Duga
040349,USP MANGOASSI,USP type I,PLATEAUX,Badou
040350,HOPITAL MERE- ENFANT DU TOGO AMOU-OBLO,CHU,PLATEAUX,Amou-oblo
040351,USP DEMADELI- EKETO,USP type I,PLATEAUX,AMLAME (Village Ekéto)
040352,USP GOVIE AKPATO,USP type I,PLATEAUX,Adéta
040353,USP KPELE DAFO,USP type I,PLATEAUX,Adéta
040354,USP TAKPARA,USP type I,PLATEAUX,Atakpamé
040355,USP DINDOU,USP type I,PLATEAUX,Notsé
050002,CMS KEVE,USP type II,MARITIME,"KEVE M. BAKAI Datemdowou, Responsable du centre"
050003,USP BATONOU,USP type I,MARITIME,"BATONOU, quartier AYOHONOU Mme MASSEGBE Ablavi, Responsable du centre"
050004,USP DJETA,USP type I,MARITIME,DJETA
050005,CHP ASSAHOUN,HOPITAL DE DISTRICT,MARITIME,ASSAHOUN
050006,USP GANAVE,USP type I,MARITIME,GANAVE
050007,USP AGBADJANAKE,USP type I,MARITIME,AGBODJANAKE
050008,USP GBODJOME,USP type I,MARITIME,GBODJOME
050009,USP GLIDJI,USP type I,MARITIME,GLIDJI
050010,USP ZAFI,USP type I,MARITIME,"TABLIGBO, ZAFI"
050011,USP ANYRON,USP type I,MARITIME,"ANYRON, quartier ANYRON M. LAMBONI Bapayène, Responsable du centre"
050012,USP GOUMOUKOPE,USP type I,MARITIME,GOUMOUKOPE
050013,CHR TSEVIE,CHR,MARITIME,TSEVIE
050014,USP HOMPOU,USP type I,MARITIME,"HOMPOU, Quartier HOMPOU M. ALI Rabiou, Responsable du centre"
050015,USP ATTI-ATOVOU,USP type I,MARITIME,"ATTI-ATOVOU, quartier ATOVOU M. SENAVON Ablam, Responsable du centre"
050016,USP KPETSOU,USP type I,MARITIME,"KPETSOU, Quartier DEDOME M. YAKANOU Yawo, Responsable du centre"
050017,USP BADJA,USP type I,MARITIME,"BADJA, Apégamé M. AZIAWOA Kodjo, Responsable du centre"
050018,USP LOGOHOME,USP type I,MARITIME,LOGOHOME
050019,USP BAGBE,USP type I,MARITIME,"BAGBE, quartier BAGBE Mme LABITE Dalé Dzidokuio, épse ATAKORA"
050020,USP MASSEDA,USP type I,MARITIME,MASSEDA
050021,USP BATOUME,USP type I,MARITIME,"BATOUME M. DEGOU Komlan, Responsable du centre"
050022,CMS AGBELOUVE,USP type II,MARITIME,AGBELOUVE
050023,USP MELLY DJIGBE,USP type I,MARITIME,MELLY DJIGBE
050024,USP DZOLO,USP type I,MARITIME,"DZOLO M. DJELOU Kossi, Responsable du centre"
050025,USP SEKO,USP type I,MARITIME,SEKO
050026,POLYCLINIQUE TSEVIE,HOPITAL DE DISTRICT,MARITIME,TSEVIE
050028,USP ZALIVE,USP type I,MARITIME,ZALIVE
050030,USP HEKPE,USP type I,MARITIME,HEKPE
050031,USP ABOBO,USP type I,MARITIME,ABOBO
050032,USP AGOUEGAN,USP type I,MARITIME,AGOUEGAN
050033,USP NOEPE,USP type I,MARITIME,"NOEPE, quartier Sodjakondji M. ESAFA Komi, Responsable du centre"
050034,USP ADANGBE,USP type I,MARITIME,ADANGBE
050035,USP TOVEGAN,USP type I,MARITIME,"TOVEGAN, quartier TOVEGAN M. AWLEGU Kossi, responsable du centre"
050037,USP YOMETCHIN,USP type I,MARITIME,YOMETCHIN
050038,USP ALOKOEGBE,USP type I,MARITIME,ALOKOEGBE
050039,USP YOPE-TSIVIEPE,USP type I,MARITIME,"YOPE-TSIVIEPE M. ALOU Hèzouwè, Responsable du centre"
050040,CHP VOGAN,HOPITAL DE DISTRICT,MARITIME,VOGAN
050042,USP ZOGBEPIME,USP type I,MARITIME,"ZOGBEPIME, quartier MOGODO M. MATCHAME Ounoh, Responsable du centre"
050043,USP DALAVE,USP type I,MARITIME,DALAVE
050044,USP ASSAN KONDJI,USP type I,MARITIME,ASSAN KONDJI
050045,CMS AKEPE,USP type II,MARITIME,AKEPE
050046,USP BADOUGBE,USP type I,MARITIME,BADOUGBE
050047,CMS DAVIE,USP type II,MARITIME,DAVIE
050049,USP DZREKPO,USP type I,MARITIME,DZREKPO
050050,CMS ADAMAVO,USP type II,GRAND LOMÉ,ADAMAVO
050051,CMS DJAGBLE,USP type II,MARITIME,DJAGBLE
050052,CMS ADIDOGOME,USP type II,GRAND LOMÉ,ADIDOGOME
050053,USP EKPUI,USP type I,MARITIME,EKPUI VOGAN
050054,USP GAME LILI,USP type I,MARITIME,GAME LILI
050055,CMS AGOE-NYIVE,HOPITAL DE DISTRICT,GRAND LOMÉ,AGOE-NYIVE
050056,USP HAHOTOE,USP type I,MARITIME,HAHOTOE
050057,USP GAME SEVA,USP type II,MARITIME,GAME SEVA
050058,USP HEDJEGAN,USP type I,MARITIME,HEDJEGAN
050059,CMS SANGUERA,USP type II,GRAND LOMÉ,Sanguera
050060,USP GAPE AVEGAN,USP type I,MARITIME,GAPE AVEGAN
050061,CMS BAGUIDA,USP type II,GRAND LOMÉ,BAGUIDA
050062,USP K. AGBANTOKOPE,USP type I,MARITIME,K. AGBANTOKOPE
050063,USP K. AKODA,USP type I,MARITIME,K. AKODA
050064,CMS GAPE CENTRE,USP type II,MARITIME,GAPE CENTRE
050065,CMS AGOE- ELAVAGNON,USP type II,GRAND LOMÉ,AGOE-ELAVAGNON
050066,USP M. HOUNKPATI,USP type I,MARITIME,M. HOUNKPATI
050067,USP GAPE KPODJI,USP type I,MARITIME,GAPE KPODJI
050068,USP MASSEKOPE,USP type I,MARITIME,MASSEKOPE
050069,CMA RBRA,HOPITAL DE DISTRICT,GRAND LOMÉ,CORPS CACAVELI
050070,USP SAGADAKOPE,USP type I,MARITIME,SAGADAKOPE
050071,CMA 2è RI,HOPITAL DE DISTRICT,GRAND LOMÉ,CAMP 2è RI
050072,USP GATI,USP type I,MARITIME,GATI
050073,USP SEVAGAN,USP type I,MARITIME,SEVAGAN
050074,CMA FIR,HOPITAL DE DISTRICT,GRAND LOMÉ,CAMP FIR
050075,CMS GBATOPE,USP type II,MARITIME,GBATOPE
050076,USP TOGOVILLE,USP type I,MARITIME,TOGOVILLE
050077,USP VO-ATTIVE,USP type I,MARITIME,"Vo-Attivé M. ANANI Komlan Lucien, Responsable du centre"
050078,CMS LEGBASSITO,USP type II,GRAND LOMÉ,LEGBASSITO
050079,USP HAVE,USP type I,MARITIME,HAVE
050080,USP VO-KOUTIME,USP type I,MARITIME,VO-KOUTIME
050081,CMS SEGBE,USP type II,GRAND LOMÉ,"SEGBE, quartier Ancienne Douane, à côté de l'église catholique notre Dame du Perpétuel Secours Dr. GNASSOUNOU-AKPA Eric, Médecin généraliste, Responsable du CMS"
050082,CMS KOVIE,USP type II,MARITIME,KOVIE
050083,USP WOGBA,USP type I,MARITIME,"Wogba M. AWOUSSI Ametowou Akakpo, Responsable du centre"
050084,CMS TOGBLEKOPE,USP type II,GRAND LOMÉ,TOGBLEKOPE
050085,USP GAPE KPEDJI,USP type I,MARITIME,GAPE KPEDJI
050086,USP ZOOTI,USP type I,MARITIME,ZOOTI
050087,CMS AKLAKOU,USP type II,MARITIME,AKLAKOU
050088,CMS ANFOIN,USP type II,MARITIME,ANFOIN
050089,CMS AHEPE,USP type II,MARITIME,AHEPE
050091,CMS KOUVE,USP type II,MARITIME,KOUVE
050092,CMS ATTITOGON,USP type II,MARITIME,ATTITOGON
050093,CHP TABLIGBO,HOPITAL DE DISTRICT,MARITIME,TABLIGBO
050094,USP APEYEME,USP type I,MARITIME,KPOME APEYEME
050096,USP ABOSSEHOE,USP type I,MARITIME,ABOSSEHOE
050097,POLYCLINIQUE KPOTA ANEHO,HOPITAL DE DISTRICT,MARITIME,ANEHO KPOTA
050098,USP APEYEME,USP type I,MARITIME,KPOME APEYEME
050099,USP ESSE ANA,USP type I,MARITIME,USP ESSE ANA
050100,USP KPOME AKADJAME,USP type I,MARITIME,KPOME AKADJAME
050101,"USP ESSE Z, NADJE",USP type I,MARITIME,"USP ESSE Z, NADJE"
050102,USP LEBE,USP type I,MARITIME,LEBE
050103,HOPITAL PSYCHIATRIQUE DE ZEBE-ANEHO,CHU,MARITIME,ZEBE (ANEHO)
050104,USP GBOTO VODOUPE,USP type I,MARITIME,USP GBOTO VODOUPE
050105,USP MISSION TOVE,USP type II,MARITIME,MISSION TOVE
050106,USP AGBANAKIN,USP type I,MARITIME,AGBANAKIN
050107,USP GBOTO ZEVE,USP type I,MARITIME,GBOTO ZEVE M. EKLE Yao Agbéko ; Responsable de l'USP
050108,USP TCHEKPO DEDEKPOE,USP type I,MARITIME,USP TCHEKPO DEDEKPOE
050109,USP TCHEKPO DEVE,USP type I,MARITIME,USP TCHEKPO DEVE
050110,USP WLI MIVAKPO,USP type I,MARITIME,WLI MIVAKPO S/C DPS ZIO
050111,CHP AFAGNAN,HOPITAL DE DISTRICT,MARITIME,AFANGNAN
050112,USP AGBETIKO,USP type I,MARITIME,AGBETIKO
050113,USP WLI CENTRE,USP type I,MARITIME,WLI CENTRE
050114,USP TOKPLI,USP type I,MARITIME,USP TOKPLI
050115,CMS (Ex USP) AGBODRAFO,USP type II,MARITIME,AGBODRAFO
050116,USP WONOUGBA,USP type I,MARITIME,WONOUGBA
050117,USP TOMETY KONDJI,USP type I,MARITIME,USP TOMETY KONDJI
050118,USP AGOME GLOZOU,USP type I,MARITIME,AGOME GLOZOU
050119,USP YOTOKOPE,USP type I,MARITIME,USP YOTOKOPE
050120,USP AGOME SEVA,USP type I,MARITIME,"AGOME SEVA, quartier PEDAKOME M. ASSIMPAH Komlan, Responsable du centre"
050121,USP ATOETA,USP type I,MARITIME,ATOETA
050122,USP ATTITSO KONDJI,USP type I,MARITIME,ATTITSO KONJI
050123,USP AVEVE,USP type I,MARITIME,AVEVE
050124,CMS AKOUMAPE,USP type II,MARITIME,AKOUMAPE
050125,ANYRONKOPE,USP type I,MARITIME,ANYRONKOPE
050127,CHP ANEHO,HOPITAL DE DISTRICT,MARITIME,ANEHO
050128,USP CAMP FIR,USP type I,MARITIME,CAMP FIR
050129,COMPS BAGUIDA,USP type II,MARITIME,BAGUIDA
050130,MIDAWOKOPE,USP type I,MARITIME,
050131,USP DAGBATI,USP type I,MARITIME,"Dagbati Centre M. AMEGNAGLO Koami, Responsable du centre"
050132,USP AFIDENYIGBAN,USP type I,MARITIME,AFIDENYIGBAN
050133,USP MOME-KATIHOE,USP type I,MARITIME,
050134,USP MOME- HOUNKPATI,USP type I,MARITIME,
050135,USP TSEVIE WEME,USP type I,MARITIME,
050136,USP DJEMEKEY,USP type I,MARITIME,
050137,USP AYAKOPE,USP type I,MARITIME,AYAKOPE
050138,DPS ZIO,HOPITAL DE DISTRICT,MARITIME,
050140,USP GBOTO ASSIGAME,USP type I,MARITIME,GBOTO ASSIGAME
050141,USP AMOUSSIME,USP type I,MARITIME,
050142,USP ZOUVI,USP type I,MARITIME,
050143,USP KINI KONDJI,USP type I,MARITIME,
050144,CENTRE MEDICAL DES ARMEES 1er REGIMENT INTERARMES (CMA 1er RI),HOPITAL DE DISTRICT,GRAND LOMÉ,Zowla
050145,CS DAGBE,USP type I,MARITIME,
050146,CS DE PEDAKONDJI,USP type I,MARITIME,
050147,POLYCLINIQUE DE VOGAN,HOPITAL DE DISTRICT,MARITIME,
050148,USP ATAHONOU,USP type I,MARITIME,ATAHONOU
050149,HOPITAL SAINT JEAN DE DIEU AFAGNAN,CHU,MARITIME,
050150,USP GODJEME,USP type I,MARITIME,
050151,ONG CREMA,USP type I,MARITIME,
050154,USP GAPE NYASSIVE,USP type I,MARITIME,GAPE NYASSIVE
050155,GAPE DZATIKPO,USP type I,MARITIME,
050157,AIDSS,USP type II,MARITIME,
050158,SERVICE AMICAL,USP type II,MARITIME,
050159,TSIKLONOUKONDJI,USP type II,MARITIME,
050160,USP YOBO SEDZRO,USP type I,MARITIME,YOBO SEDZRO
050161,GAPE ATCHANVE,USP type I,MARITIME,
050162,KPOGAME,USP type I,MARITIME,
050163,JVS,USP type II,MARITIME,
050165,USP KPOME APEYEME,USP type I,MARITIME,
050168,USP GAPE-ALOYI,USP type I,MARITIME,
050169,CMS DEVEGO,USP type II,GRAND LOMÉ,DEVEGO
050170,PHARMACIE DU ZIO,PHARMACIE,MARITIME,AJOKOU KOFFI SEWA
050171,ONG AIDES MEDICALES ET CHARITE,CHU,MARITIME,
050172,CABINET MEDICAL VIE ET SANTE,CHU,MARITIME,
050174,AIDSS-TSEVIE,CHU,MARITIME,
050175,USP SOKO TOMETY,USP type I,MARITIME,
050176,INFIRMERIE DU GARAGE CENTRAL,USP type I,MARITIME,
050177,PMI TSEVIE,USP type I,MARITIME,
050178,USP KPLEVIE SOGBEDI,USP type I,MARITIME,
050179,CMS SP KOWE,USP type II,MARITIME,
050180,USP TOGOKOME,USP type I,MARITIME,
050181,POSTE DE SECOURS,USP type I,MARITIME,GENDARMERIE NATIONALE ANEHO (PS GN ANEHO)
050182,CMS LA PERSEVERANCE,HOPITAL DE DISTRICT,MARITIME,
050183,CMS ECHANGE ET SOLIDARITE FRANCE- TOGO,USP type II,GRAND LOMÉ,AGOE-TELESSOU
050184,PHARMACIE D'ANEHO WOEZON,PHARMACIE,MARITIME,"Aného, carrefour 13 janvier non loin de l'ECOBANK Dr TIDJANI Tewfick, Docteur d'Etat en pharmacie, Titulaire et Responsable de la Pharmacie"
050185,HOPITAL JURA,CHU,GRAND LOMÉ,Adétikopé
050186,CABINET MEDICAL AVICENNE,CHU,GRAND LOMÉ,Agoè-BKS
050187,PHARMACIE NOTRE DAME DE LOURDES,PHARMACIE,GRAND LOMÉ,AGOE
050188,USP CATHOLIQUE GRAZIANO BORTOLOTTI,USP type I,MARITIME,AUT N0203/2012/MS/CAB/DGS BP 22 TABLIGBO
050189,POLYCLINIC LE CENTURION,CHU,MARITIME,"Lomé, Cacaveli Dr HUNLEDE A. Ekue Emmanuel, Médecin généraliste, Titulaire et Responsable du cabinet"
050190,PHARMACIE ABRAHAM,PHARMACIE,GRAND LOMÉ,AGOE LOGOPE RTE SANGUERA
050191,CMS AVENIR ENFANCE TOGO,HOPITAL DE DISTRICT,GRAND LOMÉ,AGOE
050192,CLINIQUE MEDICO CHIRURGICALE ESPOIR BETHEL,CHU,GRAND LOMÉ,Agoè Gbonvé
050193,CLINIQUE MEDICALE CERVEAU ET NERF,CHU,GRAND LOMÉ,AGOE TELESSOU MINAMADOU CARREFOUR DU PARDON
050194,CLINIQUE MEDICALE LE BIEN ETRE,CHU,GRAND LOMÉ,"SEGBE, ADIDOGOME"
050195,CMS BERCEAU D'ADETIKOPE,HOPITAL DE DISTRICT,MARITIME,"ATITCHE KOMLAN, AUT N° 010/2013/MS/CAB/DGS/DES, BP 31227 LOME"
050196,CMS MA SANTE,HOPITAL DE DISTRICT,GRAND LOMÉ,AGOE LOGOPE
050197,CLINIQUE PICARDIE TOGO,CHU,MARITIME,"MANOU KOSSI BENDUKILOU, AUT N°128/97 MS AGOENYIVE"
050198,HOPITAL PRIVE REGINA PACIS,HOPITAL DE DISTRICT,GRAND LOMÉ,Apédokoe-Attigangomé
050199,CLINIQUE MEDICALE LES VICTORIEUX,CHU,GRAND LOMÉ,QUARTIER ZOPOMAHE ZANGUERA CONV LE 10 04 2014
050200,CLINIQUE ETERNEL NOTRE GUIDE,CHU,MARITIME,ADETIKOPE
050201,HOPITAL SOEURS DE LA PROVIDENCE KOUVE,HOPITAL DE DISTRICT,MARITIME,"Kouvé, Tabligbo"
050202,PHARMACIE REGINA PACIS,PHARMACIE,MARITIME,ADETIKOPE - NATIONALE N°1
